state,county,population
Missouri,Saline,23102
Missouri,McDonald,22827
Missouri,Ray,22825
Missouri,Nodaway,22547
Missouri,Henry,21765
Missouri,Vernon,20691
Missouri,Clinton,20475
Missouri,Morgan,20137
Missouri,Perry,19146
Missouri,Benton,18989
Missouri,Pike,18489
Missouri,Wright,18293
Missouri,Ste. Genevieve,17871
Missouri,New Madrid,17811
Missouri,Cooper,17622
Missouri,Andrew,17403
Missouri,Pemiscot,17031
Missouri,Dallas,16499
Missouri,Bates,16374
Missouri,Moniteau,15958
Missouri,Dent,15504
Missouri,Macon,15254
Missouri,Livingston,15076
Missouri,Gasconade,14746
Missouri,Cedar,13938
Missouri,Mississippi,13748
Missouri,Ripley,13693
Missouri,Osage,13619
Missouri,Douglas,13374
Missouri,Wayne,13308
Missouri,DeKalb,12564
Missouri,Bollinger,12281
Missouri,Madison,12205
Missouri,Linn,12186
Missouri,Barton,11850
Missouri,Montgomery,11545
Missouri,Oregon,10699
Missouri,Iron,10221
Missouri,Ralls,10217
Missouri,Howard,10113
Missouri,Grundy,10039
Missouri,Lewis,10027
Missouri,St. Clair,9383
Missouri,Hickory,9368
Missouri,Ozark,9236
Missouri,Caldwell,9049
Missouri,Maries,8884
Missouri,Carroll,8843
Missouri,Monroe,8654
Missouri,Harrison,8554
Missouri,Daviess,8302
Missouri,Shannon,8246
Missouri,Dade,7590
Missouri,Chariton,7546
Missouri,Clark,6800
Missouri,Gentry,6665
Missouri,Sullivan,6317
Missouri,Reynolds,6315
Missouri,Carter,6197
Missouri,Shelby,6061
Missouri,Atchison,5270
Missouri,Scotland,4898
Missouri,Putnam,4815
Missouri,Schuyler,4502
Missouri,Holt,4456
Missouri,Knox,3951
Missouri,Mercer,3664
Missouri,Worth,2040
Montana,Yellowstone,157816
Montana,Missoula,115983
Montana,Gallatin,104729
Montana,Flathead,98082
Montana,Cascade,81746
Montana,Lewis and Clark,67077
Montana,Ravalli,41902
Montana,Silver Bow,34814
Montana,Lake,29774
Montana,Lincoln,19358
Montana,Hill,16439
Montana,Park,16246
Montana,Glacier,13699
Montana,Big Horn,13376
Montana,Custer,11845
Montana,Jefferson,11778
Montana,Sanders,11521
Montana,Richland,11360
Montana,Fergus,11273
Montana,Roosevelt,11228
Montana,Carbon,10546
Montana,Stillwater,9410
Montana,Beaverhead,9393
Montana,Rosebud,9250
Montana,Dawson,9191
Montana,Deer Lodge,9100
Montana,Madison,8218
Montana,Valley,7532
Montana,Powell,6861
Montana,Blaine,6727
Montana,Teton,6080
Montana,Pondera,6044
Montana,Broadwater,5834
Montana,Chouteau,5789
Montana,Toole,4976
Montana,Musselshell,4807
Montana,Mineral,4211
Montana,Phillips,4124
Montana,Sweet Grass,3653
Montana,Sheridan,3574
Montana,Granite,3269
Montana,Fallon,2838
Montana,Liberty,2280
Montana,Wheatland,2149
Montana,Meagher,1968
Montana,Judith Basin,1951
Montana,Daniels,1753
Montana,McCone,1630
Montana,Powder River,1619
Montana,Prairie,1342
Montana,Carter,1318
Montana,Wibaux,1175
Montana,Garfield,1141
Montana,Treasure,777
Montana,Golden Valley,724
Montana,Petroleum,432
Nebraska,Douglas,554992
Nebraska,Lancaster,310094
Nebraska,Sarpy,178351
Nebraska,Hall,61343
Nebraska,Buffalo,49030
Nebraska,Dodge,36683
Nebraska,Scotts Bluff,36255
Nebraska,Lincoln,35433
Nebraska,Madison,35164
Nebraska,Platte,33063
Nebraska,Adams,31583
Nebraska,Cass,25702
Nebraska,Dawson,23804
Nebraska,Gage,21595
Nebraska,Saunders,21024
Nebraska,Dakota,20317
Nebraska,Washington,20219
Nebraska,Seward,17127
Nebraska,Otoe,15896
Nebraska,Saline,14288
Nebraska,York,13799
Nebraska,Box Butte,11089
Nebraska,Custer,10830
Nebraska,Red Willow,10806
Nebraska,Colfax,10760
Nebraska,Holt,10245
Nebraska,Cheyenne,9852
Nebraska,Wayne,9367
Nebraska,Hamilton,9178
Nebraska,Phelps,9120
Nebraska,Cuming,8991
Nebraska,Dawes,8896
Nebraska,Cedar,8523
Nebraska,Knox,8460
Nebraska,Keith,8099
Nebraska,Butler,8067
Nebraska,Richardson,8009
Nebraska,Merrick,7803
Nebraska,Jefferson,7188
Nebraska,Pierce,7157
Nebraska,Thurston,7140
Nebraska,Nemaha,7004
Nebraska,Kearney,6552
Nebraska,Burt,6528
Nebraska,Howard,6405
Nebraska,Antelope,6372
Nebraska,Clay,6232
Nebraska,Stanton,5992
Nebraska,Cherry,5790
Nebraska,Dixon,5746
Nebraska,Fillmore,5574
Nebraska,Boone,5313
Nebraska,Polk,5255
Nebraska,Sheridan,5234
Nebraska,Johnson,5197
Nebraska,Thayer,5098
Nebraska,Morrill,4841
Nebraska,Furnas,4786
Nebraska,Nuckolls,4275
Nebraska,Valley,4224
Nebraska,Chase,3734
Nebraska,Kimball,3667
Nebraska,Webster,3571
Nebraska,Nance,3554
Nebraska,Harlan,3438
Nebraska,Sherman,3042
Nebraska,Franklin,3006
Nebraska,Brown,2988
Nebraska,Perkins,2907
Nebraska,Hitchcock,2843
Nebraska,Pawnee,2676
Nebraska,Frontier,2609
Nebraska,Greeley,2410
Nebraska,Boyd,2042
Nebraska,Dundy,2023
Nebraska,Gosper,2015
Nebraska,Garfield,1975
Nebraska,Deuel,1894
Nebraska,Garden,1860
Nebraska,Rock,1350
Nebraska,Sioux,1266
Nebraska,Hayes,943
Nebraska,Logan,886
Nebraska,Wheeler,822
Nebraska,Keya Paha,792
Nebraska,Grant,718
Nebraska,Banner,696
Nebraska,Hooker,691
Nebraska,Thomas,645
Nebraska,Loup,585
Nebraska,Blaine,480
Nebraska,McPherson,454
Nebraska,Arthur,418
Nevada,Clark,2141574
Nevada,Washoe,450486
Nevada,Carson City,54467
Nevada,Lyon,53155
Nevada,Elko,52252
Nevada,Douglas,47828
Nevada,Nye,43705
Nevada,Churchill,24010
Nevada,Humboldt,16904
Nevada,White Pine,9737
Nevada,Pershing,6611
Nevada,Lander,5746
Nevada,Lincoln,5174
Nevada,Mineral,4448
Nevada,Storey,3941
Nevada,Eureka,1830
Nevada,Esmeralda,981
New Hampshire,Hillsborough,411087
New Hampshire,Rockingham,305129
New Hampshire,Merrimack,149452
New Hampshire,Strafford,128237
New Hampshire,Grafton,89811
New Hampshire,Cheshire,76263
New Hampshire,Belknap,60640
New Hampshire,Carroll,47840
New Hampshire,Sullivan,43125
New Hampshire,Coos,32038
New Jersey,Bergen,929999
New Jersey,Middlesex,826698
New Jersey,Essex,793555
New Jersey,Hudson,668631
New Jersey,Monmouth,623387
New Jersey,Ocean,591939
New Jersey,Union,553066
New Jersey,Camden,507367
New Jersey,Passaic,504041
New Jersey,Morris,494383
New Jersey,Burlington,446367
New Jersey,Mercer,368762
New Jersey,Somerset,330176
New Jersey,Gloucester,290852
New Jersey,Atlantic,268539
New Jersey,Cumberland,153400
New Jersey,Sussex,142298
New Jersey,Hunterdon,125051
New Jersey,Warren,106293
New Jersey,Cape May,93705
New Jersey,Salem,63336
New Mexico,Bernalillo,677692
New Mexico,Doña Ana,215338
New Mexico,Santa Fe,148917
New Mexico,Sandoval,140769
New Mexico,San Juan,127455
New Mexico,Valencia,75956
New Mexico,McKinley,72849
New Mexico,Lea,70126
New Mexico,Otero,65745
New Mexico,Chaves,65459
New Mexico,Eddy,57437
New Mexico,Curry,50199
New Mexico,Rio Arriba,39307
New Mexico,Taos,32888
New Mexico,Grant,28061
New Mexico,San Miguel,28034
New Mexico,Cibola,26978
New Mexico,Luna,24264
New Mexico,Lincoln,19482
New Mexico,Roosevelt,19117
New Mexico,Los Alamos,18356
New Mexico,Socorro,17000
New Mexico,Torrance,15595
New Mexico,Colfax,12353
New Mexico,Sierra,11135
New Mexico,Quay,8373
New Mexico,Mora,4563
New Mexico,Guadalupe,4382
New Mexico,Hidalgo,4371
New Mexico,Union,4175
New Mexico,Catron,3539
New Mexico,De Baca,2060
New Mexico,Harding,459
New York,Kings,2600747
New York,Queens,2298513
New York,New York,1632480
New York,Suffolk,1487901
New York,Bronx,1437872
New York,Nassau,1356564
New York,Westchester,968815
New York,Erie,919866
New York,Monroe,744248
New York,Richmond,474101
New York,Onondaga,464242
New York,Orange,378227
New York,Rockland,323686
New York,Albany,307426
New York,Dutchess,293894
New York,Oneida,230782
New York,Saratoga,227377
New York,Niagara,211704
New York,Broome,194402
New York,Ulster,179303
New York,Rensselaer,159431
New York,Schenectady,154883
New York,Chautauqua,129656
New York,Oswego,119104
New York,Jefferson,114448
New York,St. Lawrence,109558
New York,Ontario,109472
New York,Tompkins,102962
New York,Putnam,99070
New York,Steuben,96927
New York,Wayne,90856
New York,Chemung,85740
New York,Clinton,80794
New York,Cayuga,77868
New York,Cattaraugus,77686
New York,Sullivan,75211
New York,Madison,71359
New York,Warren,64480
New York,Livingston,63907
New York,Herkimer,62505
New York,Washington,61828
New York,Columbia,60919
New York,Otsego,60244
New York,Genesee,58112
New York,Fulton,53743
New York,Franklin,50692
New York,Montgomery,49426
New York,Tioga,49045
New York,Chenango,48348
New York,Cortland,48123
New York,Greene,47617
New York,Allegany,47025
New York,Delaware,45502
New York,Orleans,41175
New York,Wyoming,40565
New York,Essex,37751
New York,Seneca,34612
New York,Schoharie,31364
New York,Lewis,26719
New York,Yates,25009
New York,Schuyler,17992
New York,Hamilton,4575
North Carolina,Mecklenburg,1054314
North Carolina,Wake,1046558
North Carolina,Guilford,523582
North Carolina,Forsyth,371573
North Carolina,Cumberland,332106
North Carolina,Durham,306457
North Carolina,Buncombe,254474
North Carolina,Union,226694
North Carolina,New Hanover,224231
North Carolina,Gaston,216585
North Carolina,Cabarrus,201448
North Carolina,Onslow,193912
North Carolina,Johnston,191172
North Carolina,Pitt,177372
North Carolina,Iredell,172525
North Carolina,Davidson,164664
North Carolina,Alamance,160576
North Carolina,Catawba,156729
North Carolina,Randolph,142958
North Carolina,Orange,142938
North Carolina,Rowan,139605
North Carolina,Robeson,133442
North Carolina,Harnett,130361
North Carolina,Brunswick,126860
North Carolina,Wayne,124002
North Carolina,Henderson,113625
North Carolina,Craven,103082
North Carolina,Cleveland,97159
North Carolina,Moore,95629
North Carolina,Nash,94003
North Carolina,Rockingham,91270
North Carolina,Burke,89712
North Carolina,Caldwell,81779
North Carolina,Lincoln,81441
North Carolina,Wilson,81336
North Carolina,Surry,72099
North Carolina,Chatham,69791
North Carolina,Carteret,68920
North Carolina,Wilkes,68460
North Carolina,Rutherford,66532
North Carolina,Franklin,64902
North Carolina,Sampson,63561
North Carolina,Stanly,61114
North Carolina,Haywood,60433
North Carolina,Lee,60125
North Carolina,Duplin,59062
North Carolina,Pender,59020
North Carolina,Granville,58874
North Carolina,Lenoir,57227
North Carolina,Columbus,56293
North Carolina,Watauga,54117
North Carolina,Edgecombe,53332
North Carolina,Hoke,53239
North Carolina,Halifax,51737
North Carolina,Beaufort,47243
North Carolina,Stokes,45905
North Carolina,Richmond,45189
North Carolina,McDowell,45109
North Carolina,Vance,44482
North Carolina,Jackson,42256
North Carolina,Davie,41991
North Carolina,Pasquotank,39479
North Carolina,Person,39305
North Carolina,Yadkin,37665
North Carolina,Alexander,37119
North Carolina,Dare,35741
North Carolina,Scotland,35262
North Carolina,Macon,34410
North Carolina,Bladen,33778
North Carolina,Transylvania,33513
North Carolina,Cherokee,27668
North Carolina,Montgomery,27338
North Carolina,Ashe,26786
North Carolina,Currituck,25796
North Carolina,Anson,25306
North Carolina,Hertford,24153
North Carolina,Martin,23054
North Carolina,Caswell,22746
North Carolina,Madison,21405
North Carolina,Greene,21008
North Carolina,Polk,20458
North Carolina,Northampton,20186
North Carolina,Warren,20033
North Carolina,Bertie,19644
North Carolina,Yancey,17667
North Carolina,Avery,17501
North Carolina,Mitchell,15040
North Carolina,Swain,14254
North Carolina,Chowan,14205
North Carolina,Perquimans,13459
North Carolina,Pamlico,12742
North Carolina,Washington,12156
North Carolina,Gates,11563
North Carolina,Alleghany,10973
North Carolina,Clay,10813
North Carolina,Camden,10447
North Carolina,Jones,9695
North Carolina,Graham,8557
North Carolina,Hyde,5393
North Carolina,Tyrrell,4119
North Dakota,Cass,174202
North Dakota,Burleigh,93737
North Dakota,Grand Forks,70400
North Dakota,Ward,69034
North Dakota,Williams,34061
North Dakota,Stark,30876
North Dakota,Morton,30544
North Dakota,Stutsman,21064
North Dakota,Richland,16288
North Dakota,Rolette,14603
North Dakota,McKenzie,12536
North Dakota,Ramsey,11557
North Dakota,Barnes,10836
North Dakota,Walsh,10802
North Dakota,Mountrail,10152
North Dakota,McLean,9608
North Dakota,Mercer,8570
North Dakota,Traill,8019
North Dakota,Pembina,7016
North Dakota,Benson,6886
North Dakota,Bottineau,6589
North Dakota,McHenry,5927
North Dakota,Ransom,5361
North Dakota,Dickey,4970
North Dakota,Sioux,4413
North Dakota,Dunn,4387
North Dakota,Pierce,4210
North Dakota,LaMoure,4100
North Dakota,Wells,4055
North Dakota,Sargent,3883
North Dakota,Cavalier,3824
North Dakota,Emmons,3352
North Dakota,Foster,3290
North Dakota,Bowman,3195
North Dakota,Nelson,2920
North Dakota,McIntosh,2654
North Dakota,Hettinger,2576
North Dakota,Renville,2495
North Dakota,Kidder,2460
North Dakota,Grant,2380
North Dakota,Divide,2369
North Dakota,Adams,2351
North Dakota,Eddy,2313
North Dakota,Griggs,2266
North Dakota,Towner,2246
North Dakota,Burke,2213
North Dakota,Logan,1927
North Dakota,Steele,1910
North Dakota,Golden Valley,1882
North Dakota,Oliver,1837
North Dakota,Sheridan,1405
North Dakota,Billings,946
North Dakota,Slope,704
Oklahoma,Oklahoma,782051
Oklahoma,Tulsa,642781
Oklahoma,Cleveland,276733
Oklahoma,Canadian,136710
Oklahoma,Comanche,122561
Oklahoma,Rogers,90814
Oklahoma,Payne,81512
Oklahoma,Wagoner,77850
Oklahoma,Pottawatomie,72000
Oklahoma,Creek,71160
Oklahoma,Muskogee,69084
Oklahoma,Garfield,62190
Oklahoma,Grady,54733
Oklahoma,Washington,52001
Oklahoma,Le Flore,49909
Oklahoma,Cherokee,48599
Oklahoma,Carter,48406
Oklahoma,Osage,47311
Oklahoma,Logan,46044
Oklahoma,Bryan,45759
Oklahoma,Kay,44880
Oklahoma,Pittsburg,44382
Oklahoma,Stephens,43983
Oklahoma,Delaware,42112
Oklahoma,Sequoyah,41359
Oklahoma,Mayes,40980
Oklahoma,Okmulgee,38889
Oklahoma,McClain,38634
Oklahoma,Pontotoc,38358
Oklahoma,Lincoln,34854
Oklahoma,McCurtain,32966
Oklahoma,Ottawa,31566
Oklahoma,Caddo,29342
Oklahoma,Custer,29209
Oklahoma,Garvin,27823
Oklahoma,Jackson,25384
Oklahoma,Seminole,25071
Oklahoma,Beckham,22621
Oklahoma,Adair,22113
Oklahoma,Texas,21121
Oklahoma,Woodward,20967
Oklahoma,McIntosh,19819
Oklahoma,Pawnee,16428
Oklahoma,Marshall,16376
Oklahoma,Kingfisher,15618
Oklahoma,Choctaw,14886
Oklahoma,Craig,14493
Oklahoma,Murray,13875
Oklahoma,Atoka,13874
Oklahoma,Hughes,13460
Oklahoma,Haskell,12704
Oklahoma,Okfuskee,12115
Oklahoma,Washita,11432
Oklahoma,Noble,11411
Oklahoma,Pushmataha,11119
Oklahoma,Johnston,11041
Oklahoma,Latimer,10495
Oklahoma,Nowata,10383
Oklahoma,Love,9933
Oklahoma,Blaine,9634
Oklahoma,Woods,9127
Oklahoma,Kiowa,9001
Oklahoma,Major,7718
Oklahoma,Tillman,7515
Oklahoma,Jefferson,6223
Oklahoma,Greer,5943
Oklahoma,Cotton,5929
Oklahoma,Alfalfa,5857
Oklahoma,Coal,5618
Oklahoma,Beaver,5415
Oklahoma,Dewey,4918
Oklahoma,Grant,4418
Oklahoma,Ellis,4072
Oklahoma,Harper,3847
Oklahoma,Roger Mills,3708
Oklahoma,Harmon,2721
Oklahoma,Cimarron,2189
Oregon,Multnomah,798647
Oregon,Washington,581821
Oregon,Clackamas,405788
Oregon,Lane,368882
Oregon,Marion,335553
Oregon,Jackson,214267
Oregon,Deschutes,180640
Oregon,Linn,122870
Oregon,Douglas,108323
Oregon,Yamhill,103820
Oregon,Benton,89780
Oregon,Josephine,85481
Oregon,Polk,81427
Oregon,Umatilla,76898
Oregon,Klamath,66310
Oregon,Coos,63308
Oregon,Columbia,50851
Oregon,Lincoln,47881
Oregon,Clatsop,38562
Oregon,Malheur,30431
Oregon,Tillamook,26076
Oregon,Union,26028
Oregon,Wasco,25866
Oregon,Jefferson,23143
Oregon,Hood River,23131
Oregon,Curry,22507
Oregon,Crook,22337
Oregon,Baker,15984
Oregon,Morrow,11215
Oregon,Lake,7843
Oregon,Harney,7228
Oregon,Grant,7183
Oregon,Wallowa,6924
Oregon,Gilliam,1907
Oregon,Sherman,1605
Oregon,Wheeler,1426
Pennsylvania,Philadelphia,1575522
Pennsylvania,Allegheny,1225561
Pennsylvania,Montgomery,821301
Pennsylvania,Bucks,626370
Pennsylvania,Delaware,563527
Pennsylvania,Lancaster,538347
Pennsylvania,Chester,517156
Pennsylvania,York,444014
Pennsylvania,Berks,416642
Pennsylvania,Lehigh,362613
Pennsylvania,Westmoreland,354751
Pennsylvania,Luzerne,317884
Pennsylvania,Northampton,301778
Pennsylvania,Erie,275972
Pennsylvania,Dauphin,274515
Pennsylvania,Cumberland,247433
Pennsylvania,Lackawanna,211454
Pennsylvania,Washington,207547
Pennsylvania,Butler,186566
Pennsylvania,Monroe,167586
Pennsylvania,Beaver,166896
Pennsylvania,Centre,161443
Pennsylvania,Franklin,153751
Pennsylvania,Schuylkill,143555
Pennsylvania,Lebanon,138674
Pennsylvania,Cambria,134550
Pennsylvania,Fayette,132289
Pennsylvania,Blair,123842
Pennsylvania,Lycoming,114859
Pennsylvania,Mercer,112630
Pennsylvania,Adams,102023
Pennsylvania,Northumberland,92325
Pennsylvania,Lawrence,87382
Pennsylvania,Crawford,86164
Pennsylvania,Indiana,85755
Pennsylvania,Clearfield,80216
Pennsylvania,Somerset,74949
Pennsylvania,Armstrong,66331
Pennsylvania,Columbia,66220
Pennsylvania,Carbon,63931
Pennsylvania,Bradford,61304
Pennsylvania,Pike,55498
Pennsylvania,Venango,52376
Pennsylvania,Wayne,51536
Pennsylvania,Bedford,48611
Pennsylvania,Mifflin,46362
Pennsylvania,Perry,45924
Pennsylvania,Huntingdon,45421
Pennsylvania,Union,45114
Pennsylvania,Jefferson,44084
Pennsylvania,McKean,41806
Pennsylvania,Susquehanna,41340
Pennsylvania,Tioga,41226
Pennsylvania,Snyder,40466
Pennsylvania,Warren,40035
Pennsylvania,Clinton,39074
Pennsylvania,Clarion,38827
Pennsylvania,Greene,37144
Pennsylvania,Elk,30608
Pennsylvania,Wyoming,27588
Pennsylvania,Juniata,24562
Pennsylvania,Montour,18294
Pennsylvania,Potter,16937
Pennsylvania,Fulton,14506
Pennsylvania,Forest,7351
Pennsylvania,Sullivan,6177
Pennsylvania,Cameron,4686
Rhode Island,Providence,634533
Rhode Island,Kent,163861
Rhode Island,Washington,126242
Rhode Island,Newport,83075
Rhode Island,Bristol,48900
South Carolina,Greenville,498402
South Carolina,Richland,408263
South Carolina,Charleston,394708
South Carolina,Horry,320915
South Carolina,Spartanburg,302195
South Carolina,Lexington,286316
South Carolina,York,258641
South Carolina,Berkeley,209065
South Carolina,Anderson,195995
South Carolina,Beaufort,182658
South Carolina,Aiken,166926
South Carolina,Dorchester,155474
South Carolina,Florence,138561
South Carolina,Pickens,122746
South Carolina,Sumter,106995
South Carolina,Lancaster,89546
South Carolina,Orangeburg,88454
South Carolina,Oconee,76696
South Carolina,Greenwood,70264
South Carolina,Darlington,67253
South Carolina,Laurens,66710
South Carolina,Kershaw,64361
South Carolina,Georgetown,61605
South Carolina,Cherokee,56711
South Carolina,Chesterfield,46024
South Carolina,Newberry,38068
South Carolina,Colleton,37568
South Carolina,Clarendon,34017
South Carolina,Chester,32326
South Carolina,Williamsburg,31794
South Carolina,Marion,31562
South Carolina,Dillon,30871
South Carolina,Jasper,27900
South Carolina,Union,27644
South Carolina,Marlboro,27131
South Carolina,Edgefield,26769
South Carolina,Abbeville,24657
South Carolina,Fairfield,22712
South Carolina,Barnwell,21577
South Carolina,Saluda,20299
South Carolina,Hampton,19807
South Carolina,Lee,17606
South Carolina,Calhoun,14713
South Carolina,Bamberg,14600
