state,county,population
South Carolina,McCormick,9606
South Carolina,Allendale,9214
South Dakota,Minnehaha,186749
South Dakota,Pennington,109294
South Dakota,Lincoln,54914
South Dakota,Brown,38840
South Dakota,Brookings,34239
South Dakota,Codington,27993
South Dakota,Meade,27424
South Dakota,Lawrence,25234
South Dakota,Yankton,22717
South Dakota,Davison,19901
South Dakota,Beadle,18374
South Dakota,Hughes,17617
South Dakota,Union,15177
South Dakota,Oglala Lakota,14335
South Dakota,Clay,13925
South Dakota,Lake,12574
South Dakota,Roberts,10285
South Dakota,Butte,10177
South Dakota,Todd,10146
South Dakota,Charles Mix,9344
South Dakota,Custer,8573
South Dakota,Turner,8264
South Dakota,Hutchinson,7315
South Dakota,Grant,7217
South Dakota,Bon Homme,6969
South Dakota,Fall River,6774
South Dakota,Spink,6543
South Dakota,Moody,6506
South Dakota,Hamlin,6000
South Dakota,Dewey,5779
South Dakota,McCook,5511
South Dakota,Walworth,5510
South Dakota,Day,5506
South Dakota,Tripp,5468
South Dakota,Brule,5256
South Dakota,Kingsbury,4967
South Dakota,Marshall,4895
South Dakota,Deuel,4306
South Dakota,Gregory,4201
South Dakota,Corson,4168
South Dakota,Edmunds,3940
South Dakota,Lyman,3869
South Dakota,Clark,3673
South Dakota,Bennett,3437
South Dakota,Hanson,3397
South Dakota,Hand,3301
South Dakota,Jackson,3287
South Dakota,Stanley,2997
South Dakota,Douglas,2930
South Dakota,Perkins,2907
South Dakota,Ziebach,2814
South Dakota,Aurora,2759
South Dakota,Sanborn,2388
South Dakota,McPherson,2364
South Dakota,Potter,2326
South Dakota,Faulk,2322
South Dakota,Miner,2229
South Dakota,Haakon,2082
South Dakota,Mellette,2055
South Dakota,Buffalo,2053
South Dakota,Jerauld,2029
South Dakota,Campbell,1435
South Dakota,Hyde and Sully,1331
South Dakota,Harding,1311
South Dakota,Jones,735
Tennessee,Shelby,937005
Tennessee,Davidson,684017
Tennessee,Knox,456185
Tennessee,Hamilton,357546
Tennessee,Rutherford,307128
Tennessee,Williamson,218648
Tennessee,Montgomery,196387
Tennessee,Sumner,179473
Tennessee,Sullivan,156734
Tennessee,Wilson,132663
Tennessee,Blount,128443
Tennessee,Washington,127055
Tennessee,Bradley,104557
Tennessee,Madison,97682
Tennessee,Sevier,96287
Tennessee,Maury,89776
Tennessee,Putnam,76440
Tennessee,Anderson,75775
Tennessee,Robertson,69344
Tennessee,Greene,68669
Tennessee,Hamblen,63740
Tennessee,Tipton,61446
Tennessee,Cumberland,58634
Tennessee,Hawkins,56402
Tennessee,Carter,56391
Tennessee,Coffee,54531
Tennessee,Jefferson,53247
Tennessee,Roane,52897
Tennessee,McMinn,52773
Tennessee,Dickson,51988
Tennessee,Loudon,51610
Tennessee,Gibson,49175
Tennessee,Bedford,47558
Tennessee,Monroe,45876
Tennessee,Lawrence,42937
Tennessee,Franklin,41512
Tennessee,Warren,40454
Tennessee,Cheatham,39929
Tennessee,Fayette,39692
Tennessee,Campbell,39687
Tennessee,Dyer,37576
Tennessee,Cocke,35336
Tennessee,Lincoln,33711
Tennessee,Weakley,33626
Tennessee,Rhea,32628
Tennessee,Henry,32279
Tennessee,Marshall,32269
Tennessee,Claiborne,31613
Tennessee,Obion,30520
Tennessee,Giles,29167
Tennessee,Marion,28417
Tennessee,Carroll,28018
Tennessee,Henderson,27859
Tennessee,White,26580
Tennessee,Lauderdale,26297
Tennessee,McNairy,25903
Tennessee,Hardin,25771
Tennessee,Hardeman,25562
Tennessee,Hickman,24678
Tennessee,Macon,23487
Tennessee,Grainger,23013
Tennessee,Overton,22004
Tennessee,Scott,21954
Tennessee,Morgan,21596
Tennessee,DeKalb,19601
Tennessee,Smith,19458
Tennessee,Union,19293
Tennessee,Humphreys,18318
Tennessee,Fentress,17994
Tennessee,Johnson,17789
Tennessee,Unicoi,17780
Tennessee,Haywood,17779
Tennessee,Chester,17150
Tennessee,Polk,16782
Tennessee,Wayne,16649
Tennessee,Benton,16112
Tennessee,Sequatchie,14730
Tennessee,Bledsoe,14602
Tennessee,Crockett,14499
Tennessee,Cannon,13976
Tennessee,Grundy,13331
Tennessee,Stewart,13301
Tennessee,Meigs,11962
Tennessee,Lewis,11956
Tennessee,Decatur,11683
Tennessee,Jackson,11615
Tennessee,Trousdale,9573
Tennessee,Houston,8176
Tennessee,Perry,7912
Tennessee,Clay,7686
Tennessee,Lake,7526
Tennessee,Hancock,6585
Tennessee,Moore,6322
Tennessee,Van Buren,5704
Tennessee,Pickett,5088
Texas,Harris,4602523
Texas,Dallas,2586552
Texas,Tarrant,2019977
Texas,Bexar,1925865
Texas,Travis,1203166
Texas,Collin,944350
Texas,Hidalgo,849389
Texas,El Paso,837654
Texas,Denton,807047
Texas,Fort Bend,739342
Texas,Montgomery,554445
Texas,Williamson,527057
Texas,Cameron,421750
Texas,Nueces,360486
Texas,Brazoria,353999
Texas,Bell,342236
Texas,Galveston,327089
Texas,Lubbock,301454
Texas,Webb,272053
Texas,Jefferson,255210
Texas,McLennan,248429
Texas,Smith,225015
Texas,Brazos,219193
Texas,Hays,204150
Texas,Ellis,168838
Texas,Midland,164194
Texas,Johnson,163475
Texas,Ector,158342
Texas,Guadalupe,155137
Texas,Taylor,136348
Texas,Comal,135097
Texas,Randall,132475
Texas,Wichita,131818
Texas,Parker,129802
Texas,Grayson,128560
Texas,Gregg,123494
Texas,Potter,120899
Texas,Kaufman,118910
Texas,Tom Green,117466
Texas,Bowie,93858
Texas,Rockwall,93642
Texas,Hunt,92152
Texas,Victoria,91970
Texas,Angelina,87607
Texas,Orange,84047
Texas,Bastrop,82577
Texas,Liberty,81862
Texas,Henderson,80460
Texas,Coryell,75389
Texas,Walker,71539
Texas,San Patricio,67046
Texas,Harrison,66645
Texas,Nacogdoches,65558
Texas,Wise,64639
Texas,Starr,63894
Texas,Maverick,57970
Texas,Anderson,57863
Texas,Hood,56901
Texas,Hardin,56379
Texas,Van Zandt,54368
Texas,Rusk,53595
Texas,Cherokee,51903
Texas,Kerr,51365
Texas,Waller,49987
Texas,Lamar,49532
Texas,Medina,49334
Texas,Val Verde,49027
Texas,Atascosa,48828
Texas,Navarro,48583
Texas,Wilson,48198
Texas,Polk,47837
Texas,Burnet,45750
Texas,Wood,43815
Texas,Kendall,41982
Texas,Wharton,41551
Texas,Erath,41482
Texas,Caldwell,41401
Texas,Jim Wells,41192
Texas,Upshur,40769
Texas,Chambers,40292
Texas,Cooke,39571
Texas,Brown,37834
Texas,Matagorda,36743
Texas,Howard,36667
Texas,Hopkins,36240
Texas,Jasper,35504
Texas,Hill,35399
Texas,Washington,34796
Texas,Fannin,34175
Texas,Hale,34113
Texas,Titus,32730
Texas,Bee,32691
Texas,Kleberg,31425
Texas,Cass,30087
Texas,Austin,29565
Texas,Palo Pinto,28317
Texas,San Jacinto,27819
Texas,Grimes,27630
Texas,Uvalde,27009
Texas,Gillespie,26208
Texas,Shelby,25478
Texas,Fayette,25066
Texas,Aransas,24763
Texas,Milam,24664
Texas,Limestone,23515
Texas,Panola,23440
Texas,Hockley,23162
Texas,Houston,22955
Texas,Gray,22685
Texas,Calhoun,21807
Texas,Moore,21801
Texas,Bandera,21763
Texas,Willacy,21754
Texas,Hutchinson,21571
Texas,Tyler,21496
Texas,Colorado,21022
Texas,Gonzales,20667
Texas,Lampasas and Llano,20640
Texas,DeWitt,20435
Texas,Gaines,20321
Texas,Lavaca,19941
Texas,Jones,19891
Texas,Freestone,19709
Texas,Montague,19409
Texas,Frio,19394
Texas,Deaf Smith,18899
Texas,Eastland,18270
Texas,Bosque,18122
Texas,Young,18114
Texas,Burleson,17863
Texas,Andrews,17818
Texas,Falls,17299
Texas,Scurry,17239
Texas,Leon,17098
Texas,Lee,16952
Texas,Robertson,16890
Texas,Pecos,15797
Texas,Karnes,15387
Texas,Reeves,15125
Texas,Nolan,14966
Texas,Jackson,14820
Texas,Trinity,14569
Texas,Zapata,14369
Texas,Madison,14128
Texas,Newton,14057
Texas,Callahan,13770
Texas,Comanche,13495
Texas,Lamb,13262
Texas,Dawson,12964
Texas,Wilbarger,12906
Texas,Camp,12813
Texas,Terry,12615
Texas,Morris,12424
Texas,Red River,12275
Texas,Zavala,12131
Texas,Live Oak,12123
Texas,Ward,11586
Texas,Rains,11473
Texas,Duval,11355
Texas,Blanco,11279
Texas,Franklin,10679
Texas,Dimmit,10663
Texas,Sabine,10458
Texas,Clay,10387
Texas,Ochiltree,10348
Texas,Runnels,10310
Texas,Marion,10083
Texas,Parmer,9852
Texas,Stephens,9372
Texas,Brewster,9216
Texas,Jack,8842
Texas,Archer,8789
Texas,Somervell,8743
Texas,Yoakum,8571
Texas,Mitchell,8558
Texas,Coleman,8391
Texas,San Augustine,8327
Texas,Hamilton,8269
Texas,McCulloch,8098
Texas,Winkler,7802
Texas,Castro,7787
Texas,Goliad,7531
Texas,Swisher,7484
Texas,La Salle,7409
Texas,Dallam,7243
Texas,Refugio,7236
Texas,Childress,7226
Texas,Brooks,7180
Texas,Presidio,7123
Texas,Bailey,7092
Texas,Garza,6288
Texas,Carson,6032
Texas,San Saba,5962
Texas,Floyd,5872
Texas,Crosby,5861
Texas,Haskell,5809
Texas,Lynn,5808
Texas,Hartley,5767
Texas,Martin,5614
Texas,Hansford,5547
Texas,Wheeler,5482
Texas,Jim Hogg,5282
Texas,Delta,5215
Texas,Mills,4902
Texas,Crane,4839
Texas,Kimble,4408
Texas,Concho,4233
Texas,Mason,4161
Texas,Hudspeth,4098
Texas,Hemphill,4061
Texas,Hardeman,3952
Texas,Fisher,3883
Texas,Sutton,3865
Texas,Reagan,3752
Texas,Knox,3733
Texas,Kinney,3675
Texas,Upton,3634
Texas,Crockett,3633
Texas,Baylor,3591
Texas,Lipscomb,3469
Texas,Real,3389
Texas,Donley,3387
Texas,Shackelford,3311
Texas,Coke,3275
Texas,Hall,3074
Texas,Schleicher,3061
Texas,Sherman,3058
Texas,Collingsworth,2996
Texas,Cochran,2904
Texas,Culberson,2241
Texas,Jeff Davis,2234
Texas,Dickens,2216
Texas,Menard,2123
Texas,Oldham,2090
Texas,Edwards,2055
Texas,Armstrong,1916
Texas,Cottle,1623
Texas,Throckmorton,1567
Texas,Briscoe,1546
Texas,Irion,1524
Texas,Glasscock,1430
Texas,Foard,1408
Texas,Stonewall,1385
Texas,Motley,1156
Texas,Sterling,1141
Texas,Roberts,885
Texas,Terrell,862
Texas,Kent,749
Texas,Borden,665
Texas,McMullen,662
Texas,Kenedy,595
Texas,King,228
Texas,Loving,102
Utah,Salt Lake,1120805
Utah,Utah,590440
Utah,Davis,340621
Utah,Weber,247731
Utah,Washington,160537
Utah,Cache,122336
Utah,Tooele,65185
Utah,Box Elder,53001
Utah,Iron,49691
Utah,Summit,40511
Utah,Uintah,36323
Utah,Wasatch,30523
Utah,Sanpete,29366
Utah,Sevier,21118
Utah,Carbon,20356
Utah,Duchesne,20219
Utah,San Juan,15281
Utah,Millard,12733
Utah,Morgan,11391
Utah,Juab,10948
Utah,Emery,10248
Utah,Grand,9616
Utah,Kane,7350
Utah,Beaver,6443
Utah,Garfield,5017
Utah,Wayne,2694
Utah,Rich,2350
Utah,Piute,1904
Utah,Daggett,612
Vermont,Chittenden,162052
Vermont,Rutland,59273
Vermont,Washington,58477
Vermont,Windsor,55427
Vermont,Franklin,49025
Vermont,Windham,43150
Vermont,Addison,36939
Vermont,Bennington,35920
Vermont,Caledonia,30425
Vermont,Orange,28937
Vermont,Orleans,26911
Vermont,Lamoille,25268
Vermont,Grand Isle,6965
Vermont,Essex,6208
Virginia,Fairfax,1143529
Virginia,Prince William,456749
Virginia,Virginia Beach city/county,450135
Virginia,Loudoun,385143
Virginia,Chesterfield,339447
Virginia,Henrico,325642
Virginia,Norfolk city/county,245592
Virginia,Chesapeake city/county,237820
Virginia,Arlington,231803
Virginia,Richmond city/county,223787
Virginia,Newport News city/county,180145
Virginia,Alexandria city/county,156505
Virginia,Stafford,144012
Virginia,Hampton city/county,135583
Virginia,Spotsylvania,131412
Virginia,Albemarle,106355
Virginia,Hanover,104449
Virginia,Roanoke city/county,99621
Virginia,Montgomery,97997
Virginia,Portsmouth city/county,95311
Virginia,Roanoke,93583
Virginia,Suffolk city/county,89160
Virginia,Frederick,85153
Virginia,Lynchburg city/county,80131
Virginia,Rockingham,79444
Virginia,Bedford,77908
Virginia,Augusta,74701
Virginia,James City,74153
Virginia,Fauquier,69115
Virginia,York,67587
Virginia,Pittsylvania,61676
Virginia,Franklin,56233
Virginia,Campbell,55170
Virginia,Washington,54406
Virginia,Harrisonburg city/county,53391
Virginia,Henry,51588
Virginia,Culpeper,50450
Virginia,Charlottesville city/county,47042
Virginia,Shenandoah,43045
Virginia,Tazewell,42080
Virginia,Danville city/county,41512
Virginia,Manassas city/county,41457
Virginia,Warren,39449
Virginia,Wise,39025
Virginia,Prince George,37894
Virginia,Gloucester,37161
Virginia,Isle of Wight,36372
Virginia,Orange,35612
Virginia,Louisa,35380
Virginia,Halifax,34779
Virginia,Pulaski,34234
Virginia,Botetourt,33222
Virginia,Accomack,32742
Virginia,Amherst,31882
Virginia,Petersburg city/county,31827
Virginia,Smyth,31059
Virginia,Mecklenburg,30847
Virginia,Caroline,30184
Virginia,Carroll,29738
Virginia,Wythe,28940
Virginia,Powhatan,28574
Virginia,Fredericksburg city/county,28469
Virginia,Dinwiddie,28308
Virginia,Winchester city/county,27789
Virginia,Russell,27408
Virginia,Fluvanna,26282
Virginia,King George,25890
Virginia,Salem city/county,25519
Virginia,Staunton city/county,24452
Virginia,Lee,24134
Virginia,Fairfax city/county,23865
Virginia,Page,23749
Virginia,Prince Edward,22956
Virginia,Rockbridge,22509
Virginia,Goochland,22482
Virginia,Hopewell city/county,22408
Virginia,Buchanan,22138
Virginia,Scott,22009
Virginia,Waynesboro city/county,21926
Virginia,New Kent,21103
Virginia,Greene,19410
Virginia,Southampton,17939
Virginia,Patrick,17859
Virginia,Westmoreland,17638
Virginia,Radford city/county,17630
Virginia,Colonial Heights city/county,17593
Virginia,Buckingham,17004
Virginia,Bristol city/county,16843
Virginia,Giles,16814
Virginia,Brunswick,16665
Virginia,King William,16497
Virginia,Manassas Park city/county,16423
Virginia,Grayson,15811
Virginia,Floyd,15666
Virginia,Appomattox,15577
Virginia,Nottoway,15500
Virginia,Alleghany,15286
Virginia,Dickenson,14960
Virginia,Nelson,14812
Virginia,Williamsburg city/county,14788
Virginia,Clarke,14365
Virginia,Falls Church city/county,14067
Virginia,Madison,13139
Virginia,Martinsville city/county,13101
Virginia,Amelia,12854
Virginia,Lunenburg,12278
Virginia,Northumberland,12223
Virginia,Charlotte,12095
Virginia,Poquoson city/county,12039
Virginia,Northampton,11957
Virginia,Greensville,11659
Virginia,Sussex,11486
Virginia,Essex,11036
Virginia,Lancaster,10804
Virginia,Middlesex,10700
Virginia,Cumberland,9786
Virginia,Richmond,8878
Virginia,Mathews,8796
Virginia,Franklin city/county,8211
Virginia,Rappahannock,7332
Virginia,Lexington city/county,7110
Virginia,King and Queen,7052
Virginia,Charles City,6995
Virginia,Galax city/county,6638
Virginia,Surry,6600
Virginia,Bland,6447
Virginia,Buena Vista city/county,6399
Virginia,Covington city/county,5582
Virginia,Emporia city/county,5381
Virginia,Craig,5113
Virginia,Bath,4393
Virginia,Norton city/county,3990
Virginia,Highland,2214
Washington,King,2163257
Washington,Pierce,859840
Washington,Snohomish,786620
Washington,Spokane,497875
Washington,Clark,465384
Washington,Thurston,274684
Washington,Kitsap,262475
Washington,Yakima,249325
Washington,Whatcom,216812
Washington,Benton,194168
Washington,Skagit,123907
Washington,Cowlitz,105112
Washington,Grant,94860
Washington,Franklin,90660
Washington,Island,81636
Washington,Lewis,76947
Washington,Chelan,75757
Washington,Clallam,74487
Washington,Grays Harbor,71967
Washington,Mason,62627
Washington,Walla Walla,60236
Washington,Whitman,48593
Washington,Kittitas,44825
Washington,Stevens,44214
Washington,Okanogan,41638
Washington,Douglas,41371
Washington,Jefferson,30856
Washington,Asotin,22337
Washington,Klickitat,21396
Washington,Pacific,21281
Washington,Adams,19452
Washington,San Juan,16473
Washington,Pend Oreille,13219
Washington,Skamania,11620
Washington,Lincoln,10435
Washington,Ferry,7576
Washington,Wahkiakum,4189
Washington,Columbia,4001
Washington,Garfield,2224
West Virginia,Kanawha,185710
West Virginia,Berkeley,113495
West Virginia,Monongalia,105252
West Virginia,Cabell,95318
West Virginia,Wood,85556
West Virginia,Raleigh,76232
West Virginia,Harrison,68209
West Virginia,Mercer,60486
West Virginia,Putnam,56652
West Virginia,Marion,56497
West Virginia,Jefferson,56179
West Virginia,Fayette,44126
West Virginia,Ohio,42547
West Virginia,Wayne,40708
West Virginia,Greenbrier,35347
West Virginia,Preston,33837
West Virginia,Logan,33801
West Virginia,Marshall,31645
West Virginia,Hancock,29680
West Virginia,Randolph,29065
West Virginia,Jackson,29018
West Virginia,Mineral,27278
West Virginia,Mason,26939
West Virginia,Nicholas,25324
West Virginia,Mingo,24741
West Virginia,Upshur,24605
West Virginia,Hampshire,23363
West Virginia,Boone,22817
West Virginia,Brooke,22772
West Virginia,Wyoming,21711
West Virginia,Lincoln,21078
West Virginia,McDowell,19217
West Virginia,Morgan,17624
West Virginia,Taylor,16951
West Virginia,Barbour,16730
West Virginia,Lewis,16276
West Virginia,Wetzel,15614
West Virginia,Braxton,14282
West Virginia,Roane,14205
West Virginia,Hardy,13842
West Virginia,Monroe,13467
West Virginia,Summers,13018
West Virginia,Grant,11641
West Virginia,Ritchie,9932
West Virginia,Tyler,8909
West Virginia,Clay,8785
West Virginia,Doddridge,8536
West Virginia,Pocahontas,8531
West Virginia,Webster,8518
West Virginia,Gilmer,8205
West Virginia,Pleasants,7507
West Virginia,Calhoun,7396
West Virginia,Pendleton,7056
West Virginia,Tucker,7027
West Virginia,Wirt,5797
Wisconsin,Milwaukee,954209
Wisconsin,Dane,529843
Wisconsin,Waukesha,398879
Wisconsin,Brown,259786
Wisconsin,Racine,195398
Wisconsin,Outagamie,184754
Wisconsin,Winnebago,169926
Wisconsin,Kenosha,168330
Wisconsin,Rock,161769
Wisconsin,Marathon,135264
Wisconsin,Washington,134535
Wisconsin,La Crosse,117850
Wisconsin,Sheboygan,115205
Wisconsin,Walworth,103013
Wisconsin,Eau Claire,102991
Wisconsin,Fond du Lac,102315
Wisconsin,Ozaukee,88284
Wisconsin,St. Croix,87917
Wisconsin,Dodge,87776
Wisconsin,Jefferson,84652
Wisconsin,Manitowoc,79407
Wisconsin,Wood,73274
Wisconsin,Portage,70599
Wisconsin,Chippewa,63635
Wisconsin,Sauk,63596
Wisconsin,Columbia,56954
Wisconsin,Grant,51828
Wisconsin,Waupaca,51444
Wisconsin,Calumet,49807
Wisconsin,Monroe,45502
Wisconsin,Barron,45252
Wisconsin,Dunn,44498
Wisconsin,Douglas,43402
Wisconsin,Polk,43349
Wisconsin,Pierce,41603
Wisconsin,Shawano,41009
Wisconsin,Marinette,40537
Wisconsin,Oconto,37556
Wisconsin,Green,36864
Wisconsin,Oneida,35345
Wisconsin,Clark,34491
Wisconsin,Vernon,30516
Wisconsin,Trempealeau,29438
Wisconsin,Lincoln,27848
Wisconsin,Door,27439
Wisconsin,Juneau,26419
Wisconsin,Waushara,24116
Wisconsin,Iowa,23620
Wisconsin,Vilas,21593
Wisconsin,Jackson,20506
Wisconsin,Kewaunee,20360
Wisconsin,Taylor,20356
Wisconsin,Adams,20073
Wisconsin,Langlade,19164
Wisconsin,Green Lake,18757
Wisconsin,Richland,17539
Wisconsin,Lafayette,16735
Wisconsin,Sawyer,16370
Wisconsin,Crawford,16288
Wisconsin,Ashland,15712
Wisconsin,Washburn,15689
Wisconsin,Burnett,15258
Wisconsin,Marquette,15207
Wisconsin,Bayfield,14992
Wisconsin,Rusk,14183
Wisconsin,Price,13490
Wisconsin,Buffalo,13167
Wisconsin,Forest,9018
Wisconsin,Pepin,7262
Wisconsin,Iron,5715
Wisconsin,Menominee,4579
Wisconsin,Florence,4337
Wyoming,Laramie,97692
Wyoming,Natrona,80610
Wyoming,Campbell,47708
Wyoming,Sweetwater,44117
Wyoming,Fremont,40076
Wyoming,Albany,38102
Wyoming,Sheridan,30012
Wyoming,Park,29121
Wyoming,Teton,23059
Wyoming,Uinta,20609
Wyoming,Lincoln,19011
Wyoming,Carbon,15477
Wyoming,Converse,13997
Wyoming,Goshen,13438
Wyoming,Big Horn,11901
Wyoming,Sublette,9951
Wyoming,Platte,8673
Wyoming,Johnson,8515
Wyoming,Washakie,8129
Wyoming,Crook,7410
Wyoming,Weston,7100
Wyoming,Hot Springs,4680
Wyoming,Niobrara,2448
Puerto Rico,General,3194000
Guam,General,165768
Northern Mariana Islands,General,56882
Virgin Islands,General,106977
